Date,SiteName,LocationName,LocationGroup,WeekDay,BRCYear,BRCQuarter,BRCMonth,BRCWeek,InCount,OutCount,TotalCount,BusinessInCount,BusinessOutCount,BusinessTotalCount,FactoredInCount,FactoredOutCount,FactoredTotalCount
20/02/2015,York,Parliament Street at M&S,,Friday,2015,,February,7,17352,17570,34922,,,,,,
20/02/2015,York,Stonegate,,Friday,2015,,February,7,13044,11945,24989,,,,,,
21/02/2015,York,Church Street,,Saturday,2015,,February,7,1499,1829,3328,,,,,,
21/02/2015,York,Coney Street,,Saturday,2015,,February,7,19531,16433,35964,,,,,,
21/02/2015,York,Micklegate,,Saturday,2015,,February,7,5663,5254,10917,,,,,,
21/02/2015,York,Parliament Street at M&S,,Saturday,2015,,February,7,21809,22647,44456,,,,,,
21/02/2015,York,Stonegate,,Saturday,2015,,February,7,18148,16648,34796,,,,,,
22/02/2015,York,Church Street,,Sunday,2015,,February,7,857,1098,1955,,,,,,
22/02/2015,York,Coney Street,,Sunday,2015,,February,7,8046,6199,14245,,,,,,
22/02/2015,York,Micklegate,,Sunday,2015,,February,7,2175,2742,4917,,,,,,
22/02/2015,York,Parliament Street at M&S,,Sunday,2015,,February,7,5596,5908,11504,,,,,,
22/02/2015,York,Stonegate,,Sunday,2015,,February,7,7627,6576,14203,,,,,,
01/03/2015,York,Church Street,,Sunday,2015,,February,8,914,1087,2001,,,,,,
01/03/2015,York,Coney Street,,Sunday,2015,,February,8,10514,8653,19167,,,,,,
01/03/2015,York,Micklegate,,Sunday,2015,,February,8,2517,3162,5679,,,,,,
01/03/2015,York,Parliament Street at M&S,,Sunday,2015,,February,8,7858,8249,16107,,,,,,
01/03/2015,York,Stonegate,,Sunday,2015,,February,8,8169,7471,15640,,,,,,
23/02/2015,York,Church Street,,Monday,2015,,February,8,1091,1226,2317,,,,,,
23/02/2015,York,Coney Street,,Monday,2015,,February,8,9433,7822,17255,,,,,,
23/02/2015,York,Micklegate,,Monday,2015,,February,8,2608,2681,5289,,,,,,
23/02/2015,York,Parliament Street at M&S,,Monday,2015,,February,8,10588,11266,21854,,,,,,
23/02/2015,York,Stonegate,,Monday,2015,,February,8,5789,5352,11141,,,,,,
24/02/2015,York,Church Street,,Tuesday,2015,,February,8,1051,1241,2292,,,,,,
24/02/2015,York,Coney Street,,Tuesday,2015,,February,8,9461,7290,16751,,,,,,
24/02/2015,York,Micklegate,,Tuesday,2015,,February,8,2895,2581,5476,,,,,,
24/02/2015,York,Parliament Street at M&S,,Tuesday,2015,,February,8,11428,12510,23938,,,,,,
24/02/2015,York,Stonegate,,Tuesday,2015,,February,8,5453,5126,10579,,,,,,
25/02/2015,York,Church Street,,Wednesday,2015,,February,8,915,1303,2218,,,,,,
25/02/2015,York,Coney Street,,Wednesday,2015,,February,8,10909,8774,19683,,,,,,
25/02/2015,York,Micklegate,,Wednesday,2015,,February,8,2862,2816,5678,,,,,,
25/02/2015,York,Parliament Street at M&S,,Wednesday,2015,,February,8,10318,11368,21686,,,,,,
25/02/2015,York,Stonegate,,Wednesday,2015,,February,8,6240,6026,12266,,,,,,
26/02/2015,York,Church Street,,Thursday,2015,,February,8,1039,1255,2294,,,,,,
26/02/2015,York,Coney Street,,Thursday,2015,,February,8,10755,8270,19025,,,,,,
26/02/2015,York,Micklegate,,Thursday,2015,,February,8,2845,3033,5878,,,,,,
26/02/2015,York,Parliament Street at M&S,,Thursday,2015,,February,8,9085,9841,18926,,,,,,
26/02/2015,York,Stonegate,,Thursday,2015,,February,8,5998,5713,11711,,,,,,
27/02/2015,York,Church Street,,Friday,2015,,February,8,1236,1363,2599,,,,,,
27/02/2015,York,Coney Street,,Friday,2015,,February,8,13320,10104,23424,,,,,,
27/02/2015,York,Micklegate,,Friday,2015,,February,8,3949,3937,7886,,,,,,
27/02/2015,York,Parliament Street at M&S,,Friday,2015,,February,8,14924,14794,29718,,,,,,
27/02/2015,York,Stonegate,,Friday,2015,,February,8,8972,8212,17184,,,,,,
28/02/2015,York,Church Street,,Saturday,2015,,February,8,1783,2197,3980,,,,,,
28/02/2015,York,Coney Street,,Saturday,2015,,February,8,20287,17183,37470,,,,,,
28/02/2015,York,Micklegate,,Saturday,2015,,February,8,4880,5008,9888,,,,,,
28/02/2015,York,Parliament Street at M&S,,Saturday,2015,,February,8,15209,15437,30646,,,,,,
28/02/2015,York,Stonegate,,Saturday,2015,,February,8,16496,15479,31975,,,,,,
02/03/2015,York,Church Street,,Monday,2015,,March,9,917,1068,1985,,,,,,
02/03/2015,York,Coney Street,,Monday,2015,,March,9,9874,7556,17430,,,,,,
02/03/2015,York,Micklegate,,Monday,2015,,March,9,2341,2360,4701,,,,,,
02/03/2015,York,Parliament Street at M&S,,Monday,2015,,March,9,8211,9400,17611,,,,,,
02/03/2015,York,Stonegate,,Monday,2015,,March,9,5647,5287,10934,,,,,,
03/03/2015,York,Church Street,,Tuesday,2015,,March,9,1018,1163,2181,,,,,,
03/03/2015,York,Coney Street,,Tuesday,2015,,March,9,10235,7853,18088,,,,,,
03/03/2015,York,Micklegate,,Tuesday,2015,,March,9,2694,2766,5460,,,,,,
03/03/2015,York,Parliament Street at M&S,,Tuesday,2015,,March,9,10124,10788,20912,,,,,,
03/03/2015,York,Stonegate,,Tuesday,2015,,March,9,5309,4962,10271,,,,,,
04/03/2015,York,Church Street,,Wednesday,2015,,March,9,967,1034,2001,,,,,,
04/03/2015,York,Coney Street,,Wednesday,2015,,March,9,11603,9000,20603,,,,,,
04/03/2015,York,Micklegate,,Wednesday,2015,,March,9,3489,3138,6627,,,,,,
04/03/2015,York,Parliament Street at M&S,,Wednesday,2015,,March,9,13624,15108,28732,,,,,,
04/03/2015,York,Stonegate,,Wednesday,2015,,March,9,5896,5653,11549,,,,,,
05/03/2015,York,Church Street,,Thursday,2015,,March,9,912,1038,1950,,,,,,
05/03/2015,York,Coney Street,,Thursday,2015,,March,9,10804,8935,19739,,,,,,
05/03/2015,York,Micklegate,,Thursday,2015,,March,9,2762,2799,5561,,,,,,
05/03/2015,York,Parliament Street at M&S,,Thursday,2015,,March,9,8754,9375,18129,,,,,,
05/03/2015,York,Stonegate,,Thursday,2015,,March,9,6710,6238,12948,,,,,,
06/03/2015,York,Church Street,,Friday,2015,,March,9,1371,1468,2839,,,,,,
06/03/2015,York,Coney Street,,Friday,2015,,March,9,12869,10254,23123,,,,,,
06/03/2015,York,Micklegate,,Friday,2015,,March,9,3953,3566,7519,,,,,,
06/03/2015,York,Parliament Street at M&S,,Friday,2015,,March,9,13606,13869,27475,,,,,,
06/03/2015,York,Stonegate,,Friday,2015,,March,9,8464,7933,16397,,,,,,
07/03/2015,York,Church Street,,Saturday,2015,,March,9,1118,1302,2420,,,,,,
07/03/2015,York,Coney Street,,Saturday,2015,,March,9,22386,19134,41520,,,,,,
07/03/2015,York,Micklegate,,Saturday,2015,,March,9,4698,4513,9211,,,,,,
07/03/2015,York,Parliament Street at M&S,,Saturday,2015,,March,9,19203,20981,40184,,,,,,
07/03/2015,York,Stonegate,,Saturday,2015,,March,9,16514,15639,32153,,,,,,
08/03/2015,York,Church Street,,Sunday,2015,,March,9,887,928,1815,,,,,,
08/03/2015,York,Coney Street,,Sunday,2015,,March,9,11551,9490,21041,,,,,,
08/03/2015,York,Micklegate,,Sunday,2015,,March,9,2268,2824,5092,,,,,,
08/03/2015,York,Parliament Street at M&S,,Sunday,2015,,March,9,8355,8857,17212,,,,,,
08/03/2015,York,Stonegate,,Sunday,2015,,March,9,9374,8713,18087,,,,,,
09/03/2015,York,Church Street,,Monday,2015,,March,10,1202,1355,2557,,,,,,
09/03/2015,York,Coney Street,,Monday,2015,,March,10,9966,7337,17303,,,,,,
09/03/2015,York,Micklegate,,Monday,2015,,March,10,2593,2471,5064,,,,,,
09/03/2015,York,Parliament Street at M&S,,Monday,2015,,March,10,6476,7259,13735,,,,,,
09/03/2015,York,Stonegate,,Monday,2015,,March,10,5871,5392,11263,,,,,,
10/03/2015,York,Church Street,,Tuesday,2015,,March,10,1200,1156,2356,,,,,,
10/03/2015,York,Coney Street,,Tuesday,2015,,March,10,12205,9262,21467,,,,,,
10/03/2015,York,Micklegate,,Tuesday,2015,,March,10,3124,2864,5988,,,,,,
10/03/2015,York,Parliament Street at M&S,,Tuesday,2015,,March,10,14785,16010,30795,,,,,,
10/03/2015,York,Stonegate,,Tuesday,2015,,March,10,6751,6443,13194,,,,,,
11/03/2015,York,Church Street,,Wednesday,2015,,March,10,841,776,1617,,,,,,
11/03/2015,York,Coney Street,,Wednesday,2015,,March,10,11416,8534,19950,,,,,,
11/03/2015,York,Micklegate,,Wednesday,2015,,March,10,2975,2901,5876,,,,,,
11/03/2015,York,Parliament Street at M&S,,Wednesday,2015,,March,10,10173,10652,20825,,,,,,
11/03/2015,York,Stonegate,,Wednesday,2015,,March,10,6570,6195,12765,,,,,,
12/03/2015,York,Church Street,,Thursday,2015,,March,10,1256,1461,2717,,,,,,
12/03/2015,York,Coney Street,,Thursday,2015,,March,10,12214,9519,21733,,,,,,
12/03/2015,York,Micklegate,,Thursday,2015,,March,10,3171,3181,6352,,,,,,
12/03/2015,York,Parliament Street at M&S,,Thursday,2015,,March,10,14401,14425,28826,,,,,,
12/03/2015,York,Stonegate,,Thursday,2015,,March,10,7092,6700,13792,,,,,,
13/03/2015,York,Church Street,,Friday,2015,,March,10,982,1178,2160,,,,,,
13/03/2015,York,Coney Street,,Friday,2015,,March,10,14067,10710,24777,,,,,,
13/03/2015,York,Micklegate,,Friday,2015,,March,10,3748,3597,7345,,,,,,
13/03/2015,York,Parliament Street at M&S,,Friday,2015,,March,10,12544,13005,25549,,,,,,
13/03/2015,York,Stonegate,,Friday,2015,,March,10,8524,8145,16669,,,,,,
14/03/2015,York,Church Street,,Saturday,2015,,March,10,1135,1428,2563,,,,,,
14/03/2015,York,Coney Street,,Saturday,2015,,March,10,22493,18386,40879,,,,,,
14/03/2015,York,Micklegate,,Saturday,2015,,March,10,4740,4532,9272,,,,,,
14/03/2015,York,Parliament Street at M&S,,Saturday,2015,,March,10,16560,17454,34014,,,,,,
14/03/2015,York,Stonegate,,Saturday,2015,,March,10,16117,14919,31036,,,,,,
15/03/2015,York,Church Street,,Sunday,2015,,March,10,695,961,1656,,,,,,
15/03/2015,York,Coney Street,,Sunday,2015,,March,10,11584,9629,21213,,,,,,
15/03/2015,York,Micklegate,,Sunday,2015,,March,10,2486,3037,5523,,,,,,
15/03/2015,York,Parliament Street at M&S,,Sunday,2015,,March,10,7702,8006,15708,,,,,,
15/03/2015,York,Stonegate,,Sunday,2015,,March,10,8637,8126,16763,,,,,,
16/03/2015,York,Church Street,,Monday,2015,,March,11,747,957,1704,,,,,,
16/03/2015,York,Coney Street,,Monday,2015,,March,11,11374,8668,20042,,,,,,
16/03/2015,York,Micklegate,,Monday,2015,,March,11,2579,2480,5059,,,,,,
16/03/2015,York,Parliament Street at M&S,,Monday,2015,,March,11,7302,8480,15782,,,,,,
16/03/2015,York,Stonegate,,Monday,2015,,March,11,6118,5761,11879,,,,,,
17/03/2015,York,Church Street,,Tuesday,2015,,March,11,738,930,1668,,,,,,
17/03/2015,York,Coney Street,,Tuesday,2015,,March,11,10670,8217,18887,,,,,,
17/03/2015,York,Micklegate,,Tuesday,2015,,March,11,2843,2878,5721,,,,,,
17/03/2015,York,Parliament Street at M&S,,Tuesday,2015,,March,11,9393,10098,19491,,,,,,
17/03/2015,York,Stonegate,,Tuesday,2015,,March,11,6916,6198,13114,,,,,,
18/03/2015,York,Church Street,,Wednesday,2015,,March,11,867,1027,1894,,,,,,
18/03/2015,York,Coney Street,,Wednesday,2015,,March,11,11663,8846,20509,,,,,,
18/03/2015,York,Micklegate,,Wednesday,2015,,March,11,2671,2974,5645,,,,,,
18/03/2015,York,Parliament Street at M&S,,Wednesday,2015,,March,11,8019,8826,16845,,,,,,
18/03/2015,York,Stonegate,,Wednesday,2015,,March,11,6273,5891,12164,,,,,,
19/03/2015,York,Church Street,,Thursday,2015,,March,11,755,987,1742,,,,,,
19/03/2015,York,Coney Street,,Thursday,2015,,March,11,11667,8856,20523,,,,,,
19/03/2015,York,Micklegate,,Thursday,2015,,March,11,3027,2916,5943,,,,,,
19/03/2015,York,Parliament Street at M&S,,Thursday,2015,,March,11,9620,10159,19779,,,,,,
19/03/2015,York,Stonegate,,Thursday,2015,,March,11,6206,6044,12250,,,,,,
20/03/2015,York,Church Street,,Friday,2015,,March,11,1118,1261,2379,,,,,,
20/03/2015,York,Coney Street,,Friday,2015,,March,11,12758,10172,22930,,,,,,
20/03/2015,York,Micklegate,,Friday,2015,,March,11,3639,3583,7222,,,,,,
20/03/2015,York,Parliament Street at M&S,,Friday,2015,,March,11,13070,13400,26470,,,,,,
20/03/2015,York,Stonegate,,Friday,2015,,March,11,8494,7650,16144,,,,,,
21/03/2015,York,Church Street,,Saturday,2015,,March,11,1183,1653,2836,,,,,,
21/03/2015,York,Coney Street,,Saturday,2015,,March,11,20385,16609,36994,,,,,,
21/03/2015,York,Micklegate,,Saturday,2015,,March,11,4661,4513,9174,,,,,,
21/03/2015,York,Parliament Street at M&S,,Saturday,2015,,March,11,14665,15198,29863,,,,,,
21/03/2015,York,Stonegate,,Saturday,2015,,March,11,14925,14130,29055,,,,,,
22/03/2015,York,Church Street,,Sunday,2015,,March,11,880,1046,1926,,,,,,
22/03/2015,York,Coney Street,,Sunday,2015,,March,11,11387,9596,20983,,,,,,
22/03/2015,York,Micklegate,,Sunday,2015,,March,11,2839,3082,5921,,,,,,
22/03/2015,York,Parliament Street at M&S,,Sunday,2015,,March,11,9489,10143,19632,,,,,,
22/03/2015,York,Stonegate,,Sunday,2015,,March,11,8842,8261,17103,,,,,,
23/03/2015,York,Church Street,,Monday,2015,,March,12,821,994,1815,,,,,,
23/03/2015,York,Coney Street,,Monday,2015,,March,12,11545,8898,20443,,,,,,
23/03/2015,York,Micklegate,,Monday,2015,,March,12,2750,2783,5533,,,,,,
23/03/2015,York,Parliament Street at M&S,,Monday,2015,,March,12,8031,8808,16839,,,,,,
23/03/2015,York,Stonegate,,Monday,2015,,March,12,6863,6011,12874,,,,,,
24/03/2015,York,Church Street,,Tuesday,2015,,March,12,1378,1792,3170,,,,,,
24/03/2015,York,Coney Street,,Tuesday,2015,,March,12,10361,7894,18255,,,,,,
24/03/2015,York,Micklegate,,Tuesday,2015,,March,12,2831,2840,5671,,,,,,
24/03/2015,York,Parliament Street at M&S,,Tuesday,2015,,March,12,7998,9042,17040,,,,,,
24/03/2015,York,Stonegate,,Tuesday,2015,,March,12,6445,5699,12144,,,,,,
25/03/2015,York,Church Street,,Wednesday,2015,,March,12,910,1072,1982,,,,,,
25/03/2015,York,Coney Street,,Wednesday,2015,,March,12,11608,9119,20727,,,,,,
25/03/2015,York,Micklegate,,Wednesday,2015,,March,12,3102,2922,6024,,,,,,
25/03/2015,York,Parliament Street at M&S,,Wednesday,2015,,March,12,9618,10713,20331,,,,,,
25/03/2015,York,Stonegate,,Wednesday,2015,,March,12,7176,6837,14013,,,,,,
26/03/2015,York,Church Street,,Thursday,2015,,March,12,915,985,1900,,,,,,
26/03/2015,York,Coney Street,,Thursday,2015,,March,12,10730,8381,19111,,,,,,
26/03/2015,York,Micklegate,,Thursday,2015,,March,12,3029,3062,6091,,,,,,
26/03/2015,York,Parliament Street at M&S,,Thursday,2015,,March,12,8282,9006,17288,,,,,,
26/03/2015,York,Stonegate,,Thursday,2015,,March,12,6562,6007,12569,,,,,,
27/03/2015,York,Church Street,,Friday,2015,,March,12,1884,2061,3945,,,,,,
27/03/2015,York,Coney Street,,Friday,2015,,March,12,13142,10630,23772,,,,,,
27/03/2015,York,Micklegate,,Friday,2015,,March,12,4017,3997,8014,,,,,,
27/03/2015,York,Parliament Street at M&S,,Friday,2015,,March,12,10958,11975,22933,,,,,,
27/03/2015,York,Stonegate,,Friday,2015,,March,12,8864,8515,17379,,,,,,
28/03/2015,York,Church Street,,Saturday,2015,,March,12,2242,2357,4599,,,,,,
28/03/2015,York,Coney Street,,Saturday,2015,,March,12,18931,16335,35266,,,,,,
28/03/2015,York,Micklegate,,Saturday,2015,,March,12,4720,4543,9263,,,,,,
28/03/2015,York,Parliament Street at M&S,,Saturday,2015,,March,12,12514,12264,24778,,,,,,
28/03/2015,York,Stonegate,,Saturday,2015,,March,12,14965,13701,28666,,,,,,
29/03/2015,York,Church Street,,Sunday,2015,,March,12,988,1086,2074,,,,,,
29/03/2015,York,Coney Street,,Sunday,2015,,March,12,9492,7745,17237,,,,,,
29/03/2015,York,Micklegate,,Sunday,2015,,March,12,2342,2843,5185,,,,,,
29/03/2015,York,Parliament Street at M&S,,Sunday,2015,,March,12,5581,6141,11722,,,,,,
29/03/2015,York,Stonegate,,Sunday,2015,,March,12,8644,7980,16624,,,,,,
01/04/2015,York,Church Street,,Wednesday,2015,,March,13,1777,2115,3892,,,,,,
01/04/2015,York,Coney Street,,Wednesday,2015,,March,13,14265,10797,25062,,,,,,
01/04/2015,York,Micklegate,,Wednesday,2015,,March,13,3039,3172,6211,,,,,,
01/04/2015,York,Parliament Street at M&S,,Wednesday,2015,,March,13,9819,10952,20771,,,,,,
01/04/2015,York,Stonegate,,Wednesday,2015,,March,13,8656,7623,16279,,,,,,
02/04/2015,York,Church Street,,Thursday,2015,,March,13,1819,1899,3718,,,,,,
02/04/2015,York,Coney Street,,Thursday,2015,,March,13,15479,12390,27869,,,,,,
02/04/2015,York,Micklegate,,Thursday,2015,,March,13,4107,3796,7903,,,,,,
02/04/2015,York,Parliament Street at M&S,,Thursday,2015,,March,13,15591,17576,33167,,,,,,
02/04/2015,York,Stonegate,,Thursday,2015,,March,13,9590,8810,18400,,,,,,
03/04/2015,York,Church Street,,Friday,2015,,March,13,1651,2182,3833,,,,,,
03/04/2015,York,Coney Street,,Friday,2015,,March,13,15131,12053,27184,,,,,,
03/04/2015,York,Micklegate,,Friday,2015,,March,13,3844,3886,7730,,,,,,
03/04/2015,York,Parliament Street at M&S,,Friday,2015,,March,13,16480,15947,32427,,,,,,
03/04/2015,York,Stonegate,,Friday,2015,,March,13,14237,12366,26603,,,,,,
04/04/2015,York,Church Street,,Saturday,2015,,March,13,2198,2761,4959,,,,,,
04/04/2015,York,Coney Street,,Saturday,2015,,March,13,22719,19366,42085,,,,,,
04/04/2015,York,Micklegate,,Saturday,2015,,March,13,4924,4966,9890,,,,,,
04/04/2015,York,Parliament Street at M&S,,Saturday,2015,,March,13,23285,23835,47120,,,,,,
04/04/2015,York,Stonegate,,Saturday,2015,,March,13,17869,15973,33842,,,,,,
05/04/2015,York,Church Street,,Sunday,2015,,March,13,1401,1824,3225,,,,,,
05/04/2015,York,Coney Street,,Sunday,2015,,March,13,11450,9793,21243,,,,,,
05/04/2015,York,Micklegate,,Sunday,2015,,March,13,3616,3544,7160,,,,,,
05/04/2015,York,Parliament Street at M&S,,Sunday,2015,,March,13,13955,13295,27250,,,,,,
05/04/2015,York,Stonegate,,Sunday,2015,,March,13,11052,9497,20549,,,,,,
30/03/2015,York,Church Street,,Monday,2015,,March,13,1785,1887,3672,,,,,,
30/03/2015,York,Coney Street,,Monday,2015,,March,13,13680,10567,24247,,,,,,
30/03/2015,York,Micklegate,,Monday,2015,,March,13,3005,3185,6190,,,,,,
30/03/2015,York,Parliament Street at M&S,,Monday,2015,,March,13,9677,10323,20000,,,,,,
30/03/2015,York,Stonegate,,Monday,2015,,March,13,8265,7896,16161,,,,,,
31/03/2015,York,Church Street,,Tuesday,2015,,March,13,1815,2043,3858,,,,,,
31/03/2015,York,Coney Street,,Tuesday,2015,,March,13,10826,8385,19211,,,,,,
31/03/2015,York,Micklegate,,Tuesday,2015,,March,13,3092,3116,6208,,,,,,
31/03/2015,York,Parliament Street at M&S,,Tuesday,2015,,March,13,9525,11169,20694,,,,,,
31/03/2015,York,Stonegate,,Tuesday,2015,,March,13,7657,6769,14426,,,,,,
06/04/2015,York,Church Street,,Monday,2015,,April,14,1672,1854,3526,,,,,,
06/04/2015,York,Coney Street,,Monday,2015,,April,14,16750,14108,30858,,,,,,
06/04/2015,York,Micklegate,,Monday,2015,,April,14,4252,3861,8113,,,,,,
06/04/2015,York,Parliament Street at M&S,,Monday,2015,,April,14,19086,21089,40175,,,,,,
06/04/2015,York,Stonegate,,Monday,2015,,April,14,12142,11232,23374,,,,,,
07/04/2015,York,Church Street,,Tuesday,2015,,April,14,1764,2250,4014,,,,,,
07/04/2015,York,Coney Street,,Tuesday,2015,,April,14,16588,13778,30366,,,,,,
07/04/2015,York,Micklegate,,Tuesday,2015,,April,14,3903,3629,7532,,,,,,
07/04/2015,York,Parliament Street at M&S,,Tuesday,2015,,April,14,13566,14451,28017,,,,,,
07/04/2015,York,Stonegate,,Tuesday,2015,,April,14,11134,9545,20679,,,,,,
08/04/2015,York,Church Street,,Wednesday,2015,,April,14,1783,2021,3804,,,,,,
08/04/2015,York,Coney Street,,Wednesday,2015,,April,14,17359,13826,31185,,,,,,
08/04/2015,York,Micklegate,,Wednesday,2015,,April,14,4133,4115,8248,,,,,,
08/04/2015,York,Parliament Street at M&S,,Wednesday,2015,,April,14,14587,15680,30267,,,,,,
08/04/2015,York,Stonegate,,Wednesday,2015,,April,14,9665,9574,19239,,,,,,
09/04/2015,York,Church Street,,Thursday,2015,,April,14,2167,2313,4480,,,,,,
09/04/2015,York,Coney Street,,Thursday,2015,,April,14,16946,13856,30802,,,,,,
09/04/2015,York,Micklegate,,Thursday,2015,,April,14,4290,4175,8465,,,,,,
09/04/2015,York,Parliament Street at M&S,,Thursday,2015,,April,14,16845,17112,33957,,,,,,
09/04/2015,York,Stonegate,,Thursday,2015,,April,14,10668,9462,20130,,,,,,
10/04/2015,York,Church Street,,Friday,2015,,April,14,2136,2572,4708,,,,,,
10/04/2015,York,Coney Street,,Friday,2015,,April,14,18244,14247,32491,,,,,,
10/04/2015,York,Micklegate,,Friday,2015,,April,14,4396,4025,8421,,,,,,
10/04/2015,York,Parliament Street at M&S,,Friday,2015,,April,14,17756,17710,35466,,,,,,
10/04/2015,York,Stonegate,,Friday,2015,,April,14,11783,10936,22719,,,,,,
11/04/2015,York,Church Street,,Saturday,2015,,April,14,2059,2455,4514,,,,,,
11/04/2015,York,Coney Street,,Saturday,2015,,April,14,18182,15715,33897,,,,,,
11/04/2015,York,Micklegate,,Saturday,2015,,April,14,5455,5162,10617,,,,,,
11/04/2015,York,Parliament Street at M&S,,Saturday,2015,,April,14,18504,18764,37268,,,,,,
11/04/2015,York,Stonegate,,Saturday,2015,,April,14,13535,12240,25775,,,,,,
12/04/2015,York,Church Street,,Sunday,2015,,April,14,1285,1602,2887,,,,,,
12/04/2015,York,Coney Street,,Sunday,2015,,April,14,9213,7299,16512,,,,,,
12/04/2015,York,Micklegate,,Sunday,2015,,April,14,2263,2757,5020,,,,,,
12/04/2015,York,Parliament Street at M&S,,Sunday,2015,,April,14,5884,6276,12160,,,,,,
12/04/2015,York,Stonegate,,Sunday,2015,,April,14,7825,6538,14363,,,,,,
13/04/2015,York,Church Street,,Monday,2015,,April,15,1673,1876,3549,,,,,,
13/04/2015,York,Coney Street,,Monday,2015,,April,15,12277,9643,21920,,,,,,
13/04/2015,York,Micklegate,,Monday,2015,,April,15,3253,3148,6401,,,,,,
13/04/2015,York,Parliament Street at M&S,,Monday,2015,,April,15,10267,11108,21375,,,,,,
13/04/2015,York,Stonegate,,Monday,2015,,April,15,7633,6777,14410,,,,,,
14/04/2015,York,Church Street,,Tuesday,2015,,April,15,1602,1825,3427,,,,,,
14/04/2015,York,Coney Street,,Tuesday,2015,,April,15,12618,10503,23121,,,,,,
14/04/2015,York,Micklegate,,Tuesday,2015,,April,15,3197,3067,6264,,,,,,
14/04/2015,York,Parliament Street at M&S,,Tuesday,2015,,April,15,9032,10057,19089,,,,,,
14/04/2015,York,Stonegate,,Tuesday,2015,,April,15,9850,8761,18611,,,,,,
15/04/2015,York,Church Street,,Wednesday,2015,,April,15,1745,2082,3827,,,,,,
15/04/2015,York,Coney Street,,Wednesday,2015,,April,15,12812,9589,22401,,,,,,
15/04/2015,York,Micklegate,,Wednesday,2015,,April,15,3164,3044,6208,,,,,,
15/04/2015,York,Parliament Street at M&S,,Wednesday,2015,,April,15,7995,8588,16583,,,,,,
15/04/2015,York,Stonegate,,Wednesday,2015,,April,15,7573,7066,14639,,,,,,
16/04/2015,York,Church Street,,Thursday,2015,,April,15,1775,2066,3841,,,,,,
16/04/2015,York,Coney Street,,Thursday,2015,,April,15,13462,10423,23885,,,,,,
16/04/2015,York,Micklegate,,Thursday,2015,,April,15,3252,3302,6554,,,,,,
16/04/2015,York,Parliament Street at M&S,,Thursday,2015,,April,15,8351,9514,17865,,,,,,
16/04/2015,York,Stonegate,,Thursday,2015,,April,15,7925,7114,15039,,,,,,
17/04/2015,York,Church Street,,Friday,2015,,April,15,2159,2458,4617,,,,,,
17/04/2015,York,Coney Street,,Friday,2015,,April,15,14497,11278,25775,,,,,,
17/04/2015,York,Micklegate,,Friday,2015,,April,15,4673,4188,8861,,,,,,
17/04/2015,York,Parliament Street at M&S,,Friday,2015,,April,15,12145,13409,25554,,,,,,
17/04/2015,York,Stonegate,,Friday,2015,,April,15,8802,8269,17071,,,,,,
18/04/2015,York,Church Street,,Saturday,2015,,April,15,2412,2737,5149,,,,,,
18/04/2015,York,Coney Street,,Saturday,2015,,April,15,20112,17622,37734,,,,,,
18/04/2015,York,Micklegate,,Saturday,2015,,April,15,5862,5134,10996,,,,,,
18/04/2015,York,Parliament Street at M&S,,Saturday,2015,,April,15,19866,21271,41137,,,,,,
18/04/2015,York,Stonegate,,Saturday,2015,,April,15,13801,12765,26566,,,,,,
19/04/2015,York,Church Street,,Sunday,2015,,April,15,1399,1778,3177,,,,,,
19/04/2015,York,Coney Street,,Sunday,2015,,April,15,10144,7970,18114,,,,,,
19/04/2015,York,Micklegate,,Sunday,2015,,April,15,2519,2981,5500,,,,,,
19/04/2015,York,Parliament Street at M&S,,Sunday,2015,,April,15,6555,6886,13441,,,,,,
19/04/2015,York,Stonegate,,Sunday,2015,,April,15,8099,6972,15071,,,,,,
20/04/2015,York,Church Street,,Monday,2015,,April,16,1585,1976,3561,,,,,,
20/04/2015,York,Coney Street,,Monday,2015,,April,16,12933,9886,22819,,,,,,
20/04/2015,York,Micklegate,,Monday,2015,,April,16,2992,2791,5783,,,,,,
20/04/2015,York,Parliament Street at M&S,,Monday,2015,,April,16,10401,11561,21962,,,,,,
20/04/2015,York,Stonegate,,Monday,2015,,April,16,6406,5845,12251,,,,,,
21/04/2015,York,Church Street,,Tuesday,2015,,April,16,1608,1909,3517,,,,,,
21/04/2015,York,Coney Street,,Tuesday,2015,,April,16,11805,9389,21194,,,,,,
21/04/2015,York,Micklegate,,Tuesday,2015,,April,16,3516,3275,6791,,,,,,
21/04/2015,York,Parliament Street at M&S,,Tuesday,2015,,April,16,11410,12809,24219,,,,,,
21/04/2015,York,Stonegate,,Tuesday,2015,,April,16,6454,6267,12721,,,,,,
22/04/2015,York,Church Street,,Wednesday,2015,,April,16,1696,1913,3609,,,,,,
22/04/2015,York,Coney Street,,Wednesday,2015,,April,16,11367,8724,20091,,,,,,
22/04/2015,York,Micklegate,,Wednesday,2015,,April,16,3581,3400,6981,,,,,,
22/04/2015,York,Parliament Street at M&S,,Wednesday,2015,,April,16,10228,11540,21768,,,,,,
22/04/2015,York,Stonegate,,Wednesday,2015,,April,16,6946,6396,13342,,,,,,
23/04/2015,York,Church Street,,Thursday,2015,,April,16,1772,1969,3741,,,,,,
23/04/2015,York,Coney Street,,Thursday,2015,,April,16,10183,7707,17890,,,,,,
23/04/2015,York,Micklegate,,Thursday,2015,,April,16,3383,3117,6500,,,,,,
