Date,SiteName,LocationName,WeekDay,BRCYear,InCount,OutCount,TotalCount
09/06/2024,NewYork,ShoppingMall,Sunday,2024,7387.0,7947.0,15334.0
10/06/2024,NewYork,ATM Outlets,Monday,2024,3693.0,2921.0,6614.0
10/06/2024,NewYork,ShoppingMall,Monday,2024,7635.0,8365.0,16000.0
11/06/2024,NewYork,ATM Outlets,Tuesday,2024,4015.0,3075.0,7090.0
11/06/2024,NewYork,ShoppingMall,Tuesday,2024,7195.0,7758.0,14953.0
12/06/2024,NewYork,ATM Outlets,Wednesday,2024,3777.0,3074.0,6851.0
12/06/2024,NewYork,ShoppingMall,Wednesday,2024,7872.0,8030.0,15902.0
13/06/2024,NewYork,ATM Outlets,Thursday,2024,4079.0,3454.0,7533.0
13/06/2024,NewYork,ShoppingMall,Thursday,2024,7447.0,7639.0,15086.0
14/06/2024,NewYork,ATM Outlets,Friday,2024,4799.0,3422.0,8221.0
14/06/2024,NewYork,ShoppingMall,Friday,2024,8043.0,8151.0,16194.0
15/06/2024,NewYork,ATM Outlets,Saturday,2024,5571.0,4438.0,10009.0
15/06/2024,NewYork,ShoppingMall,Saturday,2024,10465.0,10570.0,21035.0
16/06/2024,NewYork,ATM Outlets,Sunday,2024,3899.0,3195.0,7094.0
16/06/2024,NewYork,ShoppingMall,Sunday,2024,8968.0,9186.0,18154.0
17/06/2024,NewYork,ATM Outlets,Monday,2024,3673.0,2953.0,6626.0
17/06/2024,NewYork,ShoppingMall,Monday,2024,7616.0,7650.0,15266.0
18/06/2024,NewYork,ATM Outlets,Tuesday,2024,4025.0,3277.0,7302.0
18/06/2024,NewYork,ShoppingMall,Tuesday,2024,8391.0,8770.0,17161.0
19/06/2024,NewYork,ATM Outlets,Wednesday,2024,4066.0,3229.0,7295.0
19/06/2024,NewYork,ShoppingMall,Wednesday,2024,9851.0,10169.0,20020.0
20/06/2024,NewYork,ATM Outlets,Thursday,2024,4204.0,3459.0,7663.0
20/06/2024,NewYork,ShoppingMall,Thursday,2024,9643.0,9438.0,19081.0
21/06/2024,NewYork,ATM Outlets,Friday,2024,5396.0,3781.0,9177.0
21/06/2024,NewYork,ShoppingMall,Friday,2024,10668.0,11429.0,22097.0
22/06/2024,NewYork,ATM Outlets,Saturday,2024,5759.0,4368.0,10127.0
22/06/2024,NewYork,ShoppingMall,Saturday,2024,14100.0,14995.0,29095.0
23/06/2024,NewYork,ATM Outlets,Sunday,2024,4100.0,2849.0,6949.0
23/06/2024,NewYork,ShoppingMall,Sunday,2024,9377.0,9762.0,19139.0
24/06/2024,NewYork,ATM Outlets,Monday,2024,4333.0,3195.0,7528.0
24/06/2024,NewYork,ShoppingMall,Monday,2024,8241.0,7951.0,16192.0
25/06/2024,NewYork,ATM Outlets,Tuesday,2024,3695.0,3060.0,6755.0
25/06/2024,NewYork,ShoppingMall,Tuesday,2024,8212.0,9050.0,17262.0
26/06/2024,NewYork,ATM Outlets,Wednesday,2024,4225.0,3456.0,7681.0
26/06/2024,NewYork,ShoppingMall,Wednesday,2024,9896.0,10853.0,20749.0
27/06/2024,NewYork,ATM Outlets,Thursday,2024,4316.0,3374.0,7690.0
27/06/2024,NewYork,ShoppingMall,Thursday,2024,9201.0,9263.0,18464.0
28/06/2024,NewYork,ATM Outlets,Friday,2024,4630.0,3561.0,8191.0
28/06/2024,NewYork,ShoppingMall,Friday,2024,9720.0,9772.0,19492.0
29/06/2024,NewYork,ATM Outlets,Saturday,2024,5842.0,4602.0,10444.0
29/06/2024,NewYork,ShoppingMall,Saturday,2024,11996.0,12014.0,24010.0
30/06/2024,NewYork,ATM Outlets,Sunday,2024,4026.0,3157.0,7183.0
30/06/2024,NewYork,ShoppingMall,Sunday,2024,7216.0,7031.0,14247.0
01/07/2024,NewYork,ATM Outlets,Monday,2024,3715.0,2885.0,6600.0
01/07/2024,NewYork,ShoppingMall,Monday,2024,7417.0,7283.0,14700.0
02/07/2024,NewYork,ATM Outlets,Tuesday,2024,3897.0,3429.0,7326.0
02/07/2024,NewYork,ShoppingMall,Tuesday,2024,8288.0,8304.0,16592.0
03/07/2024,NewYork,ATM Outlets,Wednesday,2024,3974.0,3406.0,7380.0
03/07/2024,NewYork,ShoppingMall,Wednesday,2024,7985.0,7632.0,15617.0
04/07/2024,NewYork,ATM Outlets,Thursday,2024,4233.0,3509.0,7742.0
04/07/2024,NewYork,ShoppingMall,Thursday,2024,8568.0,8714.0,17282.0
05/07/2024,NewYork,ATM Outlets,Friday,2024,5631.0,4194.0,9825.0
05/07/2024,NewYork,ShoppingMall,Friday,2024,11333.0,11264.0,22597.0
06/07/2024,NewYork,ATM Outlets,Saturday,2024,6075.0,4367.0,10442.0
06/07/2024,NewYork,ShoppingMall,Saturday,2024,12433.0,12246.0,24679.0
07/07/2024,NewYork,ATM Outlets,Sunday,2024,3850.0,2992.0,6842.0
07/07/2024,NewYork,ShoppingMall,Sunday,2024,7861.0,8132.0,15993.0
08/07/2024,NewYork,ATM Outlets,Monday,2024,4569.0,3408.0,7977.0
08/07/2024,NewYork,ShoppingMall,Monday,2024,9595.0,9164.0,18759.0
09/07/2024,NewYork,ATM Outlets,Tuesday,2024,3223.0,2625.0,5848.0
09/07/2024,NewYork,ShoppingMall,Tuesday,2024,6718.0,6744.0,13462.0
10/07/2024,NewYork,ATM Outlets,Wednesday,2024,3963.0,3160.0,7123.0
10/07/2024,NewYork,ShoppingMall,Wednesday,2024,8408.0,7372.0,15780.0
11/07/2024,NewYork,ATM Outlets,Thursday,2024,4177.0,3373.0,7550.0
11/07/2024,NewYork,ShoppingMall,Thursday,2024,8593.0,8372.0,16965.0
12/07/2024,NewYork,ATM Outlets,Friday,2024,4873.0,3517.0,8390.0
12/07/2024,NewYork,ShoppingMall,Friday,2024,8691.0,8615.0,17306.0
13/07/2024,NewYork,ATM Outlets,Saturday,2024,6577.0,4389.0,10966.0
13/07/2024,NewYork,ShoppingMall,Saturday,2024,11543.0,11403.0,22946.0
14/07/2024,NewYork,ATM Outlets,Sunday,2024,4058.0,3124.0,7182.0
14/07/2024,NewYork,ShoppingMall,Sunday,2024,7126.0,7174.0,14300.0
15/07/2024,NewYork,ATM Outlets,Monday,2024,4910.0,3799.0,8709.0
15/07/2024,NewYork,ShoppingMall,Monday,2024,9136.0,8952.0,18088.0
16/07/2024,NewYork,ATM Outlets,Tuesday,2024,3787.0,2940.0,6727.0
16/07/2024,NewYork,ShoppingMall,Tuesday,2024,8898.0,8569.0,17467.0
17/07/2024,NewYork,ATM Outlets,Wednesday,2024,4767.0,3448.0,8215.0
17/07/2024,NewYork,ShoppingMall,Wednesday,2024,9793.0,9131.0,18924.0
18/07/2024,NewYork,ATM Outlets,Thursday,2024,4623.0,3652.0,8275.0
18/07/2024,NewYork,ShoppingMall,Thursday,2024,10856.0,10015.0,20871.0
19/07/2024,NewYork,ATM Outlets,Friday,2024,5504.0,3790.0,9294.0
19/07/2024,NewYork,ShoppingMall,Friday,2024,12336.0,12130.0,24466.0
20/07/2024,NewYork,ATM Outlets,Saturday,2024,6355.0,4730.0,11085.0
20/07/2024,NewYork,ShoppingMall,Saturday,2024,14037.0,13194.0,27231.0
21/07/2024,NewYork,ATM Outlets,Sunday,2024,4363.0,3369.0,7732.0
21/07/2024,NewYork,ShoppingMall,Sunday,2024,8366.0,8085.0,16451.0
22/07/2024,NewYork,ATM Outlets,Monday,2024,4184.0,3369.0,7553.0
22/07/2024,NewYork,ShoppingMall,Monday,2024,8970.0,8688.0,17658.0
23/07/2024,NewYork,ATM Outlets,Tuesday,2024,4379.0,3444.0,7823.0
23/07/2024,NewYork,ShoppingMall,Tuesday,2024,10745.0,10483.0,21228.0
24/07/2024,NewYork,ATM Outlets,Wednesday,2024,4291.0,3658.0,7949.0
24/07/2024,NewYork,ShoppingMall,Wednesday,2024,9877.0,9316.0,19193.0
25/07/2024,NewYork,ATM Outlets,Thursday,2024,4579.0,3456.0,8035.0
25/07/2024,NewYork,ShoppingMall,Thursday,2024,9988.0,9090.0,19078.0
26/07/2024,NewYork,ATM Outlets,Friday,2024,6225.0,4489.0,10714.0
26/07/2024,NewYork,ShoppingMall,Friday,2024,12476.0,12118.0,24594.0
27/07/2024,NewYork,ATM Outlets,Saturday,2024,7566.0,4473.0,12039.0
27/07/2024,NewYork,ShoppingMall,Saturday,2024,12848.0,12149.0,24997.0
28/07/2024,NewYork,ATM Outlets,Sunday,2024,5045.0,3373.0,8418.0
28/07/2024,NewYork,ShoppingMall,Sunday,2024,10812.0,11138.0,21950.0
01/08/2024,NewYork,ATM Outlets,Thursday,2024,5171.0,3880.0,9051.0
01/08/2024,NewYork,ShoppingMall,Thursday,2024,12177.0,14043.0,26220.0
02/08/2024,NewYork,ATM Outlets,Friday,2024,5580.0,3899.0,9479.0
02/08/2024,NewYork,ShoppingMall,Friday,2024,13186.0,14988.0,28174.0
03/08/2024,NewYork,ATM Outlets,Saturday,2024,6683.0,4488.0,11171.0
03/08/2024,NewYork,ShoppingMall,Saturday,2024,15310.0,17238.0,32548.0
04/08/2024,NewYork,ATM Outlets,Sunday,2024,4507.0,3404.0,7911.0
04/08/2024,NewYork,ShoppingMall,Sunday,2024,9384.0,10127.0,19511.0
29/07/2024,NewYork,ATM Outlets,Monday,2024,5095.0,3501.0,8596.0
29/07/2024,NewYork,ShoppingMall,Monday,2024,11268.0,12094.0,23362.0
30/07/2024,NewYork,ATM Outlets,Tuesday,2024,5004.0,3546.0,8550.0
30/07/2024,NewYork,ShoppingMall,Tuesday,2024,11655.0,10773.0,22428.0
31/07/2024,NewYork,ATM Outlets,Wednesday,2024,5493.0,3728.0,9221.0
31/07/2024,NewYork,ShoppingMall,Wednesday,2024,12276.0,12402.0,24678.0
05/08/2024,NewYork,ATM Outlets,Monday,2024,4392.0,3299.0,7691.0
05/08/2024,NewYork,ShoppingMall,Monday,2024,9708.0,9403.0,19111.0
06/08/2024,NewYork,ATM Outlets,Tuesday,2024,5078.0,3657.0,8735.0
06/08/2024,NewYork,ShoppingMall,Tuesday,2024,11157.0,10426.0,21583.0
07/08/2024,NewYork,ATM Outlets,Wednesday,2024,4207.0,3446.0,7653.0
07/08/2024,NewYork,ShoppingMall,Wednesday,2024,9841.0,9106.0,18947.0
08/08/2024,NewYork,ATM Outlets,Thursday,2024,4452.0,3582.0,8034.0
08/08/2024,NewYork,ShoppingMall,Thursday,2024,9078.0,9144.0,18222.0
09/08/2024,NewYork,ATM Outlets,Friday,2024,5042.0,3930.0,8972.0
09/08/2024,NewYork,ShoppingMall,Friday,2024,12183.0,12221.0,24404.0
10/08/2024,NewYork,ATM Outlets,Saturday,2024,5707.0,4373.0,10080.0
10/08/2024,NewYork,ShoppingMall,Saturday,2024,14105.0,13351.0,27456.0
11/08/2024,NewYork,ATM Outlets,Sunday,2024,4560.0,3067.0,7627.0
11/08/2024,NewYork,ShoppingMall,Sunday,2024,10312.0,10091.0,20403.0
12/08/2024,NewYork,ATM Outlets,Monday,2024,4271.0,3349.0,7620.0
12/08/2024,NewYork,ShoppingMall,Monday,2024,10086.0,10317.0,20403.0
13/08/2024,NewYork,ATM Outlets,Tuesday,2024,4476.0,3535.0,8011.0
13/08/2024,NewYork,ShoppingMall,Tuesday,2024,11079.0,10166.0,21245.0
14/08/2024,NewYork,ATM Outlets,Wednesday,2024,4526.0,3469.0,7995.0
14/08/2024,NewYork,ShoppingMall,Wednesday,2024,10719.0,9846.0,20565.0
15/08/2024,NewYork,ATM Outlets,Thursday,2024,4326.0,3607.0,7933.0
15/08/2024,NewYork,ShoppingMall,Thursday,2024,8902.0,8714.0,17616.0
16/08/2024,NewYork,ATM Outlets,Friday,2024,5053.0,4077.0,9130.0
16/08/2024,NewYork,ShoppingMall,Friday,2024,11805.0,11629.0,23434.0
17/08/2024,NewYork,ATM Outlets,Saturday,2024,6201.0,4769.0,10970.0
17/08/2024,NewYork,ShoppingMall,Saturday,2024,13109.0,12366.0,25475.0
18/08/2024,NewYork,ATM Outlets,Sunday,2024,4283.0,3471.0,7754.0
18/08/2024,NewYork,ShoppingMall,Sunday,2024,10414.0,9519.0,19933.0
19/08/2024,NewYork,ATM Outlets,Monday,2024,3988.0,3158.0,7146.0
19/08/2024,NewYork,ShoppingMall,Monday,2024,9383.0,9394.0,18777.0
20/08/2024,NewYork,ATM Outlets,Tuesday,2024,4605.0,3652.0,8257.0
20/08/2024,NewYork,ShoppingMall,Tuesday,2024,10971.0,11921.0,22892.0
21/08/2024,NewYork,ATM Outlets,Wednesday,2024,4845.0,3689.0,8534.0
21/08/2024,NewYork,ShoppingMall,Wednesday,2024,9626.0,9653.0,19279.0
22/08/2024,NewYork,ATM Outlets,Thursday,2024,4868.0,3730.0,8598.0
22/08/2024,NewYork,ShoppingMall,Thursday,2024,8895.0,9391.0,18286.0
23/08/2024,NewYork,ATM Outlets,Friday,2024,5507.0,3981.0,9488.0
23/08/2024,NewYork,ShoppingMall,Friday,2024,10948.0,10159.0,21107.0
24/08/2024,NewYork,ATM Outlets,Saturday,2024,7104.0,4558.0,11662.0
24/08/2024,NewYork,ShoppingMall,Saturday,2024,12565.0,12028.0,24593.0
25/08/2024,NewYork,ATM Outlets,Sunday,2024,4878.0,4140.0,9018.0
25/08/2024,NewYork,ShoppingMall,Sunday,2024,9988.0,9457.0,19445.0
01/09/2024,NewYork,ATM Outlets,Sunday,2024,3196.0,2569.0,5765.0
01/09/2024,NewYork,ShoppingMall,Sunday,2024,11510.0,13182.0,24692.0
26/08/2024,NewYork,ATM Outlets,Monday,2024,4791.0,3814.0,8605.0
26/08/2024,NewYork,ShoppingMall,Monday,2024,10517.0,9356.0,19873.0
27/08/2024,NewYork,ATM Outlets,Tuesday,2024,4162.0,3254.0,7416.0
27/08/2024,NewYork,ShoppingMall,Tuesday,2024,14475.0,14455.0,28930.0
28/08/2024,NewYork,ATM Outlets,Wednesday,2024,4513.0,3677.0,8190.0
28/08/2024,NewYork,ShoppingMall,Wednesday,2024,16742.0,17789.0,34531.0
29/08/2024,NewYork,ATM Outlets,Thursday,2024,4444.0,3505.0,7949.0
29/08/2024,NewYork,ShoppingMall,Thursday,2024,17692.0,19061.0,36753.0
30/08/2024,NewYork,ATM Outlets,Friday,2024,4682.0,3540.0,8222.0
30/08/2024,NewYork,ShoppingMall,Friday,2024,19760.0,22354.0,42114.0
31/08/2024,NewYork,ATM Outlets,Saturday,2024,5473.0,3968.0,9441.0
31/08/2024,NewYork,ShoppingMall,Saturday,2024,23111.0,24106.0,47217.0
02/09/2024,NewYork,ATM Outlets,Monday,2024,3671.0,3024.0,6695.0
02/09/2024,NewYork,ShoppingMall,Monday,2024,13076.0,14622.0,27698.0
03/09/2024,NewYork,ATM Outlets,Tuesday,2024,3830.0,2891.0,6721.0
03/09/2024,NewYork,ShoppingMall,Tuesday,2024,14807.0,16243.0,31050.0
04/09/2024,NewYork,ATM Outlets,Wednesday,2024,3663.0,2970.0,6633.0
04/09/2024,NewYork,ShoppingMall,Wednesday,2024,12098.0,13326.0,25424.0
05/09/2024,NewYork,ATM Outlets,Thursday,2024,3923.0,3032.0,6955.0
05/09/2024,NewYork,ShoppingMall,Thursday,2024,12073.0,13447.0,25520.0
06/09/2024,NewYork,ATM Outlets,Friday,2024,4975.0,3572.0,8547.0
06/09/2024,NewYork,ShoppingMall,Friday,2024,17939.0,19261.0,37200.0
07/09/2024,NewYork,ATM Outlets,Saturday,2024,5907.0,4245.0,10152.0
07/09/2024,NewYork,ShoppingMall,Saturday,2024,19408.0,21408.0,40816.0
08/09/2024,NewYork,ATM Outlets,Sunday,2024,3644.0,3060.0,6704.0
08/09/2024,NewYork,ShoppingMall,Sunday,2024,10875.0,12755.0,23630.0
09/09/2024,NewYork,ATM Outlets,Monday,2024,3998.0,3260.0,7258.0
09/09/2024,NewYork,ShoppingMall,Monday,2024,13473.0,15647.0,29120.0
10/09/2024,NewYork,ATM Outlets,Tuesday,2024,3907.0,3013.0,6920.0
10/09/2024,NewYork,ShoppingMall,Tuesday,2024,13850.0,14806.0,28656.0
11/09/2024,NewYork,ATM Outlets,Wednesday,2024,4146.0,3306.0,7452.0
11/09/2024,NewYork,ShoppingMall,Wednesday,2024,11058.0,12690.0,23748.0
12/09/2024,NewYork,ATM Outlets,Thursday,2024,4077.0,3185.0,7262.0
12/09/2024,NewYork,ShoppingMall,Thursday,2024,11117.0,12899.0,24016.0
13/09/2024,NewYork,ATM Outlets,Friday,2024,4708.0,3815.0,8523.0
13/09/2024,NewYork,ShoppingMall,Friday,2024,13764.0,15138.0,28902.0
14/09/2024,NewYork,ATM Outlets,Saturday,2024,5869.0,4467.0,10336.0
14/09/2024,NewYork,ShoppingMall,Saturday,2024,17694.0,19579.0,37273.0
15/09/2024,NewYork,ATM Outlets,Sunday,2024,3531.0,2961.0,6492.0
15/09/2024,NewYork,ShoppingMall,Sunday,2024,9546.0,12271.0,21817.0
16/09/2024,NewYork,ATM Outlets,Monday,2024,3797.0,3124.0,6921.0
16/09/2024,NewYork,ShoppingMall,Monday,2024,13094.0,15382.0,28476.0
17/09/2024,NewYork,ATM Outlets,Tuesday,2024,4227.0,3283.0,7510.0
17/09/2024,NewYork,ShoppingMall,Tuesday,2024,12954.0,14329.0,27283.0
18/09/2024,NewYork,ATM Outlets,Wednesday,2024,4336.0,3485.0,7821.0
18/09/2024,NewYork,ShoppingMall,Wednesday,2024,13109.0,14825.0,27934.0
19/09/2024,NewYork,ATM Outlets,Thursday,2024,4627.0,3655.0,8282.0
19/09/2024,NewYork,ShoppingMall,Thursday,2024,12946.0,15328.0,28274.0
20/09/2024,NewYork,ATM Outlets,Friday,2024,5378.0,3996.0,9374.0
20/09/2024,NewYork,ShoppingMall,Friday,2024,14758.0,17498.0,32256.0
21/09/2024,NewYork,ATM Outlets,Saturday,2024,6317.0,4808.0,11125.0
21/09/2024,NewYork,ShoppingMall,Saturday,2024,20651.0,24834.0,45485.0
22/09/2024,NewYork,ATM Outlets,Sunday,2024,4038.0,3084.0,7122.0
22/09/2024,NewYork,ShoppingMall,Sunday,2024,13607.0,16725.0,30332.0
23/09/2024,NewYork,ATM Outlets,Monday,2024,3632.0,2646.0,6278.0
23/09/2024,NewYork,ShoppingMall,Monday,2024,13237.0,13101.0,26338.0
24/09/2024,NewYork,ATM Outlets,Tuesday,2024,4287.0,3211.0,7498.0
24/09/2024,NewYork,ShoppingMall,Tuesday,2024,12787.0,12077.0,24864.0
25/09/2024,NewYork,ATM Outlets,Wednesday,2024,4533.0,3436.0,7969.0
25/09/2024,NewYork,ShoppingMall,Wednesday,2024,12859.0,12440.0,25299.0
26/09/2024,NewYork,ATM Outlets,Thursday,2024,3443.0,2661.0,6104.0
26/09/2024,NewYork,ShoppingMall,Thursday,2024,11332.0,10645.0,21977.0
27/09/2024,NewYork,ATM Outlets,Friday,2024,5447.0,4004.0,9451.0
27/09/2024,NewYork,ShoppingMall,Friday,2024,18600.0,17219.0,35819.0
28/09/2024,NewYork,ATM Outlets,Saturday,2024,6977.0,5246.0,12223.0
28/09/2024,NewYork,ShoppingMall,Saturday,2024,23816.0,22871.0,46687.0
29/09/2024,NewYork,ATM Outlets,Sunday,2024,4562.0,3697.0,8259.0
29/09/2024,NewYork,ShoppingMall,Sunday,2024,13237.0,13159.0,26396.0
01/10/2024,NewYork,ATM Outlets,Tuesday,2024,3593.0,2786.0,6379.0
01/10/2024,NewYork,ShoppingMall,Tuesday,2024,9204.0,9529.0,18733.0
02/10/2024,NewYork,ATM Outlets,Wednesday,2024,4257.0,3308.0,7565.0
02/10/2024,NewYork,ShoppingMall,Wednesday,2024,9606.0,9262.0,18868.0
03/10/2024,NewYork,ATM Outlets,Thursday,2024,4291.0,3430.0,7721.0
03/10/2024,NewYork,ShoppingMall,Thursday,2024,7512.0,7337.0,14849.0
04/10/2024,NewYork,ATM Outlets,Friday,2024,5347.0,3988.0,9335.0
04/10/2024,NewYork,ShoppingMall,Friday,2024,10428.0,9741.0,20169.0
05/10/2024,NewYork,ATM Outlets,Saturday,2024,6957.0,4694.0,11651.0
05/10/2024,NewYork,ShoppingMall,Saturday,2024,16138.0,15177.0,31315.0
06/10/2024,NewYork,ATM Outlets,Sunday,2024,4040.0,3139.0,7179.0
06/10/2024,NewYork,ShoppingMall,Sunday,2024,7879.0,7852.0,15731.0
30/09/2024,NewYork,ATM Outlets,Monday,2024,2891.0,2210.0,5101.0
30/09/2024,NewYork,ShoppingMall,Monday,2024,6103.0,6114.0,12217.0
07/10/2024,NewYork,ATM Outlets,Monday,2024,3885.0,2914.0,6799.0
07/10/2024,NewYork,ShoppingMall,Monday,2024,10657.0,10642.0,21299.0
08/10/2024,NewYork,ATM Outlets,Tuesday,2024,3895.0,2964.0,6859.0
08/10/2024,NewYork,ShoppingMall,Tuesday,2024,7899.0,7636.0,15535.0
09/10/2024,NewYork,ATM Outlets,Wednesday,2024,3658.0,2937.0,6595.0
09/10/2024,NewYork,ShoppingMall,Wednesday,2024,8793.0,8523.0,17316.0
10/10/2024,NewYork,ATM Outlets,Thursday,2024,4138.0,3264.0,7402.0
10/10/2024,NewYork,ShoppingMall,Thursday,2024,12363.0,12328.0,24691.0
11/10/2024,NewYork,ATM Outlets,Friday,2024,5639.0,4190.0,9829.0
11/10/2024,NewYork,ShoppingMall,Friday,2024,9671.0,8856.0,18527.0
12/10/2024,NewYork,ATM Outlets,Saturday,2024,6845.0,4539.0,11384.0
12/10/2024,NewYork,ShoppingMall,Saturday,2024,19290.0,18517.0,37807.0
13/10/2024,NewYork,ATM Outlets,Sunday,2024,3993.0,3226.0,7219.0
13/10/2024,NewYork,ShoppingMall,Sunday,2024,13999.0,14508.0,28507.0
14/10/2024,NewYork,ATM Outlets,Monday,2024,4286.0,3431.0,7717.0
14/10/2024,NewYork,ShoppingMall,Monday,2024,10096.0,9732.0,19828.0
15/10/2024,NewYork,ATM Outlets,Tuesday,2024,4122.0,3333.0,7455.0
15/10/2024,NewYork,ShoppingMall,Tuesday,2024,9724.0,8972.0,18696.0
16/10/2024,NewYork,ATM Outlets,Wednesday,2024,4214.0,3349.0,7563.0
16/10/2024,NewYork,ShoppingMall,Wednesday,2024,11252.0,10098.0,21350.0
17/10/2024,NewYork,ATM Outlets,Thursday,2024,4472.0,3460.0,7932.0
17/10/2024,NewYork,ShoppingMall,Thursday,2024,9615.0,8436.0,18051.0
18/10/2024,NewYork,ATM Outlets,Friday,2024,5511.0,4322.0,9833.0
18/10/2024,NewYork,ShoppingMall,Friday,2024,11454.0,10492.0,21946.0
19/10/2024,NewYork,ATM Outlets,Saturday,2024,6513.0,4970.0,11483.0
19/10/2024,NewYork,ShoppingMall,Saturday,2024,16559.0,13835.0,30394.0
20/10/2024,NewYork,ATM Outlets,Sunday,2024,4199.0,3240.0,7439.0
20/10/2024,NewYork,ShoppingMall,Sunday,2024,11775.0,11214.0,22989.0
21/10/2024,NewYork,ATM Outlets,Monday,2024,4188.0,3374.0,7562.0
21/10/2024,NewYork,ShoppingMall,Monday,2024,10732.0,10070.0,20802.0
22/10/2024,NewYork,ATM Outlets,Tuesday,2024,4325.0,3535.0,7860.0
22/10/2024,NewYork,ShoppingMall,Tuesday,2024,9481.0,9506.0,18987.0
23/10/2024,NewYork,ATM Outlets,Wednesday,2024,4568.0,3526.0,8094.0
23/10/2024,NewYork,ShoppingMall,Wednesday,2024,10287.0,9982.0,20269.0
24/10/2024,NewYork,ATM Outlets,Thursday,2024,4461.0,3745.0,8206.0
24/10/2024,NewYork,ShoppingMall,Thursday,2024,10191.0,10995.0,21186.0
25/10/2024,NewYork,ATM Outlets,Friday,2024,5395.0,4186.0,9581.0
25/10/2024,NewYork,ShoppingMall,Friday,2024,11890.0,11372.0,23262.0
26/10/2024,NewYork,ATM Outlets,Saturday,2024,7258.0,5325.0,12583.0
26/10/2024,NewYork,ShoppingMall,Saturday,2024,16242.0,15921.0,32163.0
27/10/2024,NewYork,ATM Outlets,Sunday,2024,5366.0,3941.0,9307.0
27/10/2024,NewYork,ShoppingMall,Sunday,2024,10966.0,9839.0,20805.0
01/11/2024,NewYork,ATM Outlets,Friday,2024,6044.0,4771.0,10815.0
01/11/2024,NewYork,ShoppingMall,Friday,2024,14035.0,14001.0,28036.0
02/11/2024,NewYork,ATM Outlets,Saturday,2024,6494.0,4612.0,11106.0
02/11/2024,NewYork,ShoppingMall,Saturday,2024,13658.0,13822.0,27480.0
03/11/2024,NewYork,ATM Outlets,Sunday,2024,4053.0,3203.0,7256.0
03/11/2024,NewYork,ShoppingMall,Sunday,2024,8198.0,8334.0,16532.0
28/10/2024,NewYork,ATM Outlets,Monday,2024,5254.0,4220.0,9474.0
28/10/2024,NewYork,ShoppingMall,Monday,2024,11989.0,12434.0,24423.0
29/10/2024,NewYork,ATM Outlets,Tuesday,2024,5554.0,4524.0,10078.0
29/10/2024,NewYork,ShoppingMall,Tuesday,2024,11382.0,11261.0,22643.0
30/10/2024,NewYork,ATM Outlets,Wednesday,2024,5331.0,4442.0,9773.0
30/10/2024,NewYork,ShoppingMall,Wednesday,2024,11710.0,10650.0,22360.0
31/10/2024,NewYork,ATM Outlets,Thursday,2024,5455.0,4321.0,9776.0
31/10/2024,NewYork,ShoppingMall,Thursday,2024,11360.0,11337.0,22697.0
04/11/2024,NewYork,ATM Outlets,Monday,2024,3524.0,2760.0,6284.0
04/11/2024,NewYork,ShoppingMall,Monday,2024,8360.0,7466.0,15826.0
05/11/2024,NewYork,ATM Outlets,Tuesday,2024,3791.0,3067.0,6858.0
05/11/2024,NewYork,ShoppingMall,Tuesday,2024,8444.0,8014.0,16458.0
06/11/2024,NewYork,ATM Outlets,Wednesday,2024,4134.0,3152.0,7286.0
06/11/2024,NewYork,ShoppingMall,Wednesday,2024,8123.0,7742.0,15865.0
07/11/2024,NewYork,ATM Outlets,Thursday,2024,4055.0,3295.0,7350.0
07/11/2024,NewYork,ShoppingMall,Thursday,2024,7712.0,7384.0,15096.0
08/11/2024,NewYork,ATM Outlets,Friday,2024,5049.0,3885.0,8934.0
08/11/2024,NewYork,ShoppingMall,Friday,2024,10147.0,9663.0,19810.0
09/11/2024,NewYork,ATM Outlets,Saturday,2024,6417.0,4798.0,11215.0
09/11/2024,NewYork,ShoppingMall,Saturday,2024,12640.0,12490.0,25130.0
10/11/2024,NewYork,ATM Outlets,Sunday,2024,4505.0,3366.0,7871.0
10/11/2024,NewYork,ShoppingMall,Sunday,2024,8458.0,7900.0,16358.0
11/11/2024,NewYork,ATM Outlets,Monday,2024,3801.0,3051.0,6852.0
11/11/2024,NewYork,ShoppingMall,Monday,2024,7143.0,7167.0,14310.0
12/11/2024,NewYork,ATM Outlets,Tuesday,2024,3730.0,3037.0,6767.0
12/11/2024,NewYork,ShoppingMall,Tuesday,2024,6536.0,6531.0,13067.0
13/11/2024,NewYork,ATM Outlets,Wednesday,2024,4231.0,3453.0,7684.0
13/11/2024,NewYork,ShoppingMall,Wednesday,2024,8074.0,8115.0,16189.0
14/11/2024,NewYork,ATM Outlets,Thursday,2024,4338.0,3692.0,8030.0
14/11/2024,NewYork,ShoppingMall,Thursday,2024,13494.0,12704.0,26198.0
15/11/2024,NewYork,ATM Outlets,Friday,2024,5863.0,4656.0,10519.0
15/11/2024,NewYork,ShoppingMall,Friday,2024,14171.0,13539.0,27710.0
16/11/2024,NewYork,ATM Outlets,Saturday,2024,8254.0,5979.0,14233.0
16/11/2024,NewYork,ShoppingMall,Saturday,2024,23149.0,21403.0,44552.0
17/11/2024,NewYork,ATM Outlets,Sunday,2024,5052.0,4157.0,9209.0
17/11/2024,NewYork,ShoppingMall,Sunday,2024,16825.0,16692.0,33517.0
18/11/2024,NewYork,ATM Outlets,Monday,2024,4210.0,3172.0,7382.0
